Id,ict-index,influence,creativity,threat,value_form,web_name,now_cost,position,team,minutes,bps,points-per-game,points-last-game,playing-chance,big_chances_created,attempted_passes,completed_passes,was_home,clean_sheets,assists,open_play_crosses,dribbles
391,12.1,54.8,55.8,10.0,0.6,Winks,48,MD,TOT,302,67,1.7,2,100,0,42,34,True,0,0,0,1
393,30.8,82.8,132.7,93.0,0.5,Sissoko,54,MD,TOT,354,72,2.1,1,100,0,7,7,True,0,0,0,0
394,117.2,322.6,120.3,728.0,0.8,Kane,127,ST,TOT,789,215,7.0,16,,1,13,11,True,0,1,0,3
397,17.0,171.0,0.1,0.0,0.4,Gomes,45,GK,WAT,810,171,3.1,1,,0,29,16,False,0,0,0,0
398,5.0,47.4,0.9,2.0,0.0,Kaboul,44,DF,WAT,151,35,3.5,0,0,0,0,0,False,0,0,0,0
400,5.3,42.0,10.5,0.0,0.0,Prdl,44,DF,WAT,180,48,6.0,0,0,0,0,0,False,0,0,0,0
401,37.5,175.4,166.3,32.0,0.5,Holebas,50,DF,WAT,720,138,3.0,-1,100,0,38,30,False,0,0,0,0
402,16.3,101.2,17.6,44.0,0.2,Britos,45,DF,WAT,383,68,2.4,0,100,1,31,24,False,0,0,1,1
403,21.5,171.6,12.5,31.0,0.2,Kabasele,45,DF,WAT,638,113,2.0,0,100,0,27,22,False,0,0,0,0
404,9.4,70.6,15.3,7.0,0.0,Janmaat,49,DF,WAT,135,34,2.3,0,100,0,0,0,False,0,0,0,0
405,10.3,84.6,13.2,6.0,0.3,Mariappa,40,DF,WAT,450,59,0.8,0,100,0,33,28,False,0,0,0,0
407,26.5,136.0,113.9,14.0,0.2,Kiko Femena,45,DF,WAT,673,161,4.0,-1,100,0,44,38,False,0,0,2,0
408,37.3,140.0,147.3,86.0,0.9,Cleverley,50,MD,WAT,783,141,3.6,2,100,0,47,39,False,0,0,1,1
409,15.5,54.4,33.6,67.0,0.4,Capoue,51,MD,WAT,145,50,2.6,0,,0,0,0,False,0,0,0,0
412,8.0,22.8,46.5,10.0,0.0,Amrabat,50,MD,WAT,198,11,2.0,0,0,0,0,0,False,0,0,0,0
414,53.1,262.2,162.9,104.0,1.2,Doucour,54,MD,WAT,810,206,5.3,8,,0,64,62,False,0,0,0,2
415,14.1,46.2,37.5,58.0,0.6,Pereyra,58,MD,WAT,262,42,2.2,7,100,0,30,26,False,0,0,0,0
417,22.0,84.8,62.3,72.0,0.5,Deeney,63,ST,WAT,229,66,2.4,2,100,0,21,15,False,0,0,0,1
418,8.4,35.2,15.6,33.0,0.0,Okaka,53,ST,WAT,62,26,7.0,0,,0,0,0,False,0,0,0,0
420,1.2,12.2,0.0,0.0,0.1,Myhill,40,GK,WBA,90,7,1.0,0,75,0,0,0,False,0,0,0,0
421,13.4,123.4,10.0,0.0,0.3,Foster,45,GK,WBA,720,135,3.5,3,75,0,35,15,False,0,0,0,0
422,19.8,115.4,68.9,13.0,0.1,Nyom,50,DF,WBA,496,116,3.7,1,,0,21,13,False,0,0,1,0
423,15.3,115.8,3.5,33.0,0.6,Evans,49,DF,WBA,481,90,2.7,1,100,0,6,4,False,0,0,0,0
424,25.3,161.2,46.1,44.0,0.3,Dawson,50,DF,WBA,810,144,3.0,2,100,0,19,13,False,0,0,0,0
425,1.5,14.8,0.0,0.0,0.1,McAuley,48,DF,WBA,43,9,1.0,1,100,0,10,5,False,0,0,0,0
426,14.1,63.6,63.5,13.0,0.3,Livermore,49,MD,WBA,610,72,2.0,2,100,0,36,26,False,0,0,0,0
427,8.4,40.8,14.5,29.0,0.7,Chadli,57,MD,WBA,159,26,6.0,2,100,0,26,20,False,1,0,0,0
428,14.5,56.0,40.4,47.0,0.0,Morrison,55,MD,WBA,205,35,3.3,0,0,0,0,0,False,0,0,0,0
429,3.3,13.2,1.5,18.0,0.0,Yacob,44,MD,WBA,110,6,1.5,0,100,0,0,0,False,0,0,0,0
430,18.5,35.6,60.9,89.0,0.1,McClean,49,MD,WBA,220,23,1.3,0,100,0,0,0,False,0,0,0,0
432,27.4,69.4,125.3,81.0,0.3,Phillips,58,MD,WBA,485,67,2.9,1,100,0,6,4,False,0,0,0,0
433,1.6,11.8,1.6,2.0,0.0,Field,45,MD,WBA,154,12,3.0,0,,0,0,0,False,0,0,0,0
434,21.8,83.0,130.4,5.0,0.1,Brunt,54,MD,WBA,402,90,3.8,0,100,0,0,0,False,0,0,0,0
435,14.4,45.4,35.6,72.0,0.5,Rondn,61,ST,WBA,430,37,1.9,2,,0,32,22,False,0,0,0,1
436,11.2,44.8,24.4,48.0,0.1,Robson-Kanu,49,ST,WBA,136,29,1.4,0,0,0,0,0,False,0,0,0,0
437,34.4,77.2,68.3,198.0,0.4,Rodriguez,57,ST,WBA,797,43,2.2,2,,0,10,8,False,0,0,0,0
440,31.3,175.8,57.1,80.0,0.8,Fonte,49,DF,WHU,613,144,4.6,1,,0,91,80,True,0,0,0,0
441,8.7,64.2,12.1,10.0,0.0,Collins,43,DF,WHU,237,44,2.7,0,0,0,0,0,True,0,0,0,0
442,17.6,140.2,3.0,32.0,0.6,Reid,49,DF,WHU,630,131,3.3,1,100,0,69,66,True,0,0,0,0
443,31.8,98.8,185.9,32.0,0.5,Cresswell,50,DF,WHU,639,123,3.3,0,100,0,0,0,True,0,0,0,0
444,8.0,66.6,12.4,0.0,0.0,Ogbonna,44,DF,WHU,360,57,0.5,0,,0,0,0,True,0,0,0,0
446,15.4,79.0,63.0,12.0,0.5,Masuaku,44,DF,WHU,200,62,2.2,1,,0,57,54,True,0,0,0,3
447,33.5,192.8,137.2,4.0,0.8,Zabaleta,49,DF,WHU,810,160,2.7,1,,0,47,38,True,0,0,3,2
449,21.0,78.8,52.8,79.0,0.2,Ayew,69,MD,WHU,412,83,2.8,1,100,0,13,12,True,0,0,0,0
450,18.1,74.6,89.2,16.0,0.2,Noble,55,MD,WHU,371,76,2.2,0,100,0,0,0,True,0,0,0,0
451,13.9,81.0,29.9,29.0,0.3,Kouyat,50,MD,WHU,514,84,2.9,1,100,0,15,12,True,0,0,0,0
